Identification Number,Room Assignment for Day 1,Room Assignment for Day 2,Outlook 1,Outlook 2,Proposal 1,Proposal 2,Proposal 3,Proposal 4,Proposal 5,Proposal 6,Proposal 7,Proposal 8,Proposal 9,Proposal 10,Proposal 11,Proposal 12,Motivations 1,Motivations 2,Motivations 3,Motivations 4,Motivations 5,Motivations 6,Motivations 7,Motivations 8,Motivations 9,Motivations 10,Motivations 11,Motivations 12,Motivations 13,Motivations 14,Motivations 15,Motivations 16,Motivations 17,Motivations 18,Motivations 19,Motivations 20,Motivations 21,Motivations 22,Motivations 23,Motivations 24,Motivations 25,Motivations 26,Motivations 27,Motivations 28,Motivations 29,Motivations 30,Motivations 31,Motivations 32,Motivations 33,Values 1,Values 2,Values 3,Values 4,Values 5,Values 6,Values 7,Values 8,Values 9,Mutual Respect 1,Mutual Respect 2,Mutual Respect 3,Mutual Respect 4,Mutual Respect 5,Mutual Respect 6,Political Efficacy 1,Political Efficacy 2,Political Efficacy 3,Political Efficacy 4,Political Efficacy 5,Political Efficacy 6,Political Efficacy 7,Political Efficacy 8,Knowledge 1,Knowledge 2,Knowledge 3,Knowledge 4,Knowledge 5,Knowledge 6,Knowledge 7,Knowledge 8,Knowledge 9,Knowledge 10,Knowledge 11,Evaluation 1,Evaluation 2,Evaluation 3,Evaluation 4,Evaluation 5,Evaluation 6,Evaluation 7,Evaluation 8,Evaluation 9,View of the Democratic Party,View of the Republican Party,View of Congress,View of the President,Overall,Registered to Vote,Voted Before,Political Party Preference,Independent Party Lean,Democratic Party Loyalty,Republican Party Loyalty,Region,Gender,Race and Ethnicity,Education Category,Enrollment Status,University Type,Employment Status,Household Income Level,Interest in Political Issues (Before Deliberation),Interest in Political Issues (After Deliberation),Interest in Social Issues (Before Deliberation),Interest in Social Issues (After Deliberation),Economic Situation (Before Deliberation),Economic Situation (After Deliberation),Read the News on the Internet,Talked with Others about Politics,Use of Social Media for News,Household Income Level (Scale),Political Ideology (Scale),Political Ideology (Scale) (After Deliberation),Age (Scale)
197,20210501-shapefuture-b-session1-a,20210502-shapefuture-b-session1-b,5,7,5,3,1,1,1,1,3,0,3,0,3,3,5,5,7,0,7,5,5,3,3,5,5,5,3,3,5,8,3,5,2,0,3,2,5,3,0,0,0,1,3,5,7,5,3,5,5,3,5,3,5,3,5,7,3,5,3,5,5,5,5,7,5,5,3,3,5,5,0,0,1,0,0,0,0,0,0,0,1,10,8,10,10,0,8,7,3,7,25,5,49,50,,1,1,1,,2,,1,2,4,2,2,3,2,,3,3,2,3,4,4,1,0,4,8,5,5,
198,20210501-shapefuture-a-session2-o,20210502-shapefuture-a-session2-l,2,10,9,10,10,10,7,10,1,10,5,6,6,7,10,8,8,4,8,5,8,10,8,8,9,10,7,8,9,10,0,9,2,1,10,8,10,8,0,10,7,8,0,0,10,8,8,10,10,8,8,9,3,10,4,10,3,6,3,4,8,6,2,3,8,10,10,9,7,10,1,1,1,1,1,1,0,1,0,1,1,9,7,10,8,8,8,10,10,9,70,40,54,88,,1,1,1,,1,,1,1,2,2,2,1,4,6,2,2,1,1,4,4,5,4,1,6,0,0,
199,20210501-shapefuture-a-session1-e,20210502-shapefuture-a-session1-e,4,10,6,8,6,10,4,10,2,10,5,7,8,5,9,9,10,8,10,10,9,8,8,10,8,7,5,9,9,9,1,6,3,3,9,9,9,7,2,9,6,5,3,1,0,8,3,10,10,7,8,9,4,10,8,9,9,7,8,2,10,10,5,2,4,9,8,10,8,10,1,1,1,1,0,1,1,1,0,1,1,10,9,10,10,8,8,8,9,10,25,5,30,30,,1,1,4,1,,,1,1,1,2,2,2,5,1,1,1,1,1,5,5,8,4,1,1,2,2,
200,20210501-shapefuture-a-session2-r,20210502-shapefuture-a-session2-v,4,7,6,5,5,6,8,6,4,5,3,7,6,4,7,6,6,4,6,6,7,6,7,6,7,8,7,7,8,6,3,5,5,4,6,7,7,4,4,5,8,6,3,3,5,4,4,8,8,7,7,8,6,8,7,9,6,7,5,5,7,6,4,5,5,5,3,4,4,,1,1,1,1,1,1,1,1,1,0,1,9,9,9,8,8,7,5,4,6,70,30,51,69,,2,2,1,,2,,1,2,3,2,2,2,4,5,3,3,3,3,4,4,1,0,4,5,4,4,
201,20210501-shapefuture-a-session1-b,20210502-shapefuture-a-session1-d,5,9,5,8,0,0,2,10,3,10,0,0,4,3,10,10,7,10,7,7,7,8,8,7,7,10,6,10,10,10,0,7,0,0,10,10,8,10,0,10,0,0,2,2,10,9,9,10,10,10,10,10,6,10,6,10,10,10,4,10,5,8,3,0,8,3,4,7,7,10,0,1,1,0,0,1,0,1,0,1,1,10,8,10,10,10,10,10,10,10,87,10,45,61,,1,1,1,,1,,1,1,4,2,2,3,4,5,1,1,1,1,4,4,6,2,2,5,0,0,
202,,20210502-shapefuture-a-session1-a,3,10,7,8,0,8,5,10,3,10,0,7,10,8,10,10,10,8,10,10,10,7,10,10,10,10,7,10,10,10,0,3,4,3,10,10,10,3,0,6,8,7,0,0,10,8,8,10,10,10,10,10,3,10,3,10,4,4,4,6,6,8,1,4,6,10,10,10,10,10,1,1,1,1,1,1,1,1,0,1,1,10,7,10,10,8,8,8,8,9,41,0,15,30,,1,1,2,1,,,1,1,1,2,2,1,4,5,1,1,1,1,3,3,4,1,2,5,1,0,
203,20210501-shapefuture-a-session2-g,20210502-shapefuture-a-session2-p,8,2,7,10,10,10,10,10,3,10,10,10,10,10,10,10,10,0,10,10,10,9,9,10,10,10,5,5,2,0,2,1,4,2,10,7,10,10,0,8,5,5,5,5,10,0,0,10,10,10,10,10,10,10,10,10,2,10,5,6,4,9,1,9,10,10,1,2,10,10,0,1,1,1,0,1,1,1,1,1,1,10,8,10,10,8,5,,1,5,75,40,,90,,1,1,1,,2,,1,1,1,3,1,,1,5,3,3,2,2,5,5,5,0,4,5,5,5,21
204,20210501-shapefuture-a-session1-a,20210502-shapefuture-a-session1-d,3,7,5,4,0,9,0,9,4,0,0,0,6,0,8,7,6,0,6,7,8,,7,7,8,8,7,6,9,7,0,6,3,4,10,5,5,5,0,0,0,0,2,4,9,5,8,8,9,9,9,9,4,7,4,9,4,7,4,,10,7,0,4,6,10,8,7,9,10,0,1,1,0,1,1,1,0,0,0,0,3,0,6,7,2,5,6,0,6,39,26,27,28,,1,1,1,,2,,2,1,4,2,2,2,4,6,1,2,1,2,3,3,6,2,2,6,4,5,
205,20210501-shapefuture-b-session2-g,20210502-shapefuture-b-session2-e,7,3,4,2,3,0,6,3,1,4,0,8,7,8,8,9,9,5,9,8,8,7,7,9,8,7,6,5,5,4,8,7,8,8,9,2,7,8,9,5,8,8,3,3,10,5,5,9,9,8,6,3,8,8,6,8,3,8,8,9,9,10,6,5,7,5,9,10,9,10,1,1,1,1,1,1,0,0,0,0,1,10,3,5,6,9,6,8,5,6,35,80,55,25,,2,2,3,,,2,2,2,3,3,1,,1,1,2,1,2,1,5,1,8,4,2,1,7,8,26
206,20210501-shapefuture-a-session2-m,20210502-shapefuture-a-session2-f,3,10,10,10,2,10,10,10,1,7,0,8,1,10,10,9,10,8,10,6,10,10,8,10,10,10,5,6,8,10,2,5,1,0,9,10,10,4,0,9,9,10,0,1,10,10,10,10,10,10,10,10,10,10,4,9,10,8,3,10,10,10,9,0,3,10,10,10,5,10,1,1,1,1,1,1,1,1,1,1,1,10,8,9,9,4,9,10,9,9,88,13,47,86,,1,1,1,,1,,1,2,2,1,1,,1,5,2,1,2,1,4,3,4,1,3,5,2,1,25
207,20210501-shapefuture-a-session1-d,20210502-shapefuture-a-session1-n,6,6,8,6,1,10,8,9,4,7,0,,0,,9,10,9,0,10,,10,,8,8,8,3,7,7,6,2,1,2,2,1,10,9,0,8,3,5,9,10,4,1,7,7,7,10,8,4,7,3,3,10,,9,7,7,2,8,8,8,0,0,7,7,5,8,4,10,1,1,1,1,1,1,1,1,1,1,1,10,3,8,8,7,9,9,9,9,30,30,52,60,,1,1,1,,2,,1,2,1,3,1,,1,5,1,1,2,2,3,3,3,1,4,5,7,6,25
208,20210501-shapefuture-a-session1-r,20210502-shapefuture-a-session1-o,6,8,4,5,9,8,10,10,2,10,2,7,0,10,8,6,9,0,7,9,7,4,7,8,7,4,0,6,8,9,4,0,0,0,8,10,8,1,0,9,7,10,3,1,10,4,2,8,10,10,10,6,7,8,7,9,8,8,5,7,8,0,7,7,2,8,9,9,10,10,1,1,1,1,1,1,1,1,0,1,1,10,7,10,10,4,10,8,6,9,80,30,70,90,,1,2,1,,1,,1,1,5,1,1,,4,6,1,1,2,2,2,3,8,4,2,6,2,2,18
209,20210501-shapefuture-a-session1-r,20210502-shapefuture-a-session1-p,3,10,5,9,9,10,10,10,5,8,3,7,5,8,7,9,10,7,8,10,10,6,8,9,10,10,4,6,8,9,3,0,2,4,10,9,10,3,1,8,7,8,2,2,10,3,8,9,10,10,10,10,3,9,4,10,7,8,8,3,8,10,3,1,7,10,10,7,9,10,1,1,1,0,0,1,0,1,1,1,1,8,4,2,8,8,8,6,8,10,72,19,52,63,,2,2,2,1,,,1,1,3,3,1,,1,1,1,1,1,1,4,4,8,5,2,1,0,0,26
210,,,2,10,9,6,10,10,9,6,1,10,0,6,3,10,8,9,10,1,6,10,9,7,6,8,7,8,3,7,8,9,1,2,2,1,7,10,10,0,0,7,5,10,1,0,10,4,5,9,9,10,8,7,3,9,0,10,4,7,5,7,1,9,2,0,4,10,10,10,2,10,1,1,1,1,1,1,0,1,1,1,1,7,5,6,6,9,9,7,3,7,51,0,26,26,,1,1,1,,2,,1,2,1,2,2,2,4,6,1,1,1,1,3,3,8,7,3,6,0,0,
211,20210501-shapefuture-a-session1-r,20210502-shapefuture-a-session1-o,3,10,8,9,7,10,6,7,2,4,2,6,3,8,10,10,10,2,10,,10,10,9,10,10,10,8,10,10,7,4,10,3,0,10,10,10,6,0,6,6,8,5,3,10,8,9,10,10,10,10,10,8,10,3,10,6,8,7,9,8,10,9,6,5,10,6,7,8,10,0,0,1,1,0,1,0,0,1,1,1,10,8,8,8,7,10,8,7,7,71,37,,75,,1,1,4,1,,,1,1,2,1,1,,1,6,2,2,2,1,3,4,8,3,2,6,2,2,19
212,20210501-shapefuture-b-session2-h,20210502-shapefuture-b-session2-h,4,8,10,10,5,10,10,10,8,9,4,8,10,9,10,10,10,5,7,5,5,10,9,10,9,9,7,7,7,6,3,7,5,9,10,10,10,8,1,3,6,7,2,5,8,8,10,10,10,10,9,5,5,7,7,9,6,6,6,6,6,6,4,7,6,8,8,8,7,9,1,1,1,0,0,1,1,1,1,0,1,10,10,10,10,10,10,9,9,10,61,24,72,50,,1,1,1,,2,,1,1,1,3,1,,1,5,1,3,1,1,5,4,8,4,2,5,5,7,29
213,20210501-shapefuture-a-session2-s,20210502-shapefuture-a-session2-r,10,8,8,8,8,9,7,10,0,6,1,,7,7,8,8,8,4,7,7,8,8,8,8,7,8,8,6,7,7,6,7,7,8,8,6,8,7,3,6,6,3,0,7,2,6,6,7,6,8,8,7,4,6,4,7,5,5,5,5,5,5,6,6,4,6,6,9,3,3,0,0,1,0,1,1,1,0,0,0,1,10,7,7,10,10,10,10,3,10,75,58,55,57,,2,2,1,,2,,1,2,4,2,2,1,4,3,2,2,3,2,5,5,1,0,3,3,3,4,
214,20210501-shapefuture-a-session1-h,20210502-shapefuture-a-session1-f,2,10,9,9,10,10,10,10,0,7,3,6,2,10,10,10,10,6,9,9,9,9,8,9,8,7,8,7,8,10,1,3,0,0,10,10,10,8,0,7,7,10,0,0,10,9,9,10,10,10,10,10,7,10,6,10,7,9,6,3,7,8,7,0,6,10,10,9,8,10,1,1,1,1,1,1,0,1,0,1,1,10,9,9,10,8,10,9,7,9,55,0,50,50,,1,1,1,,2,,1,3,3,2,2,3,2,5,1,1,1,1,4,4,7,5,2,5,0,0,
215,20210501-shapefuture-a-session2-r,20210502-shapefuture-a-session2-o,7,10,10,10,6,10,9,10,0,5,5,8,5,8,7,9,10,6,10,10,10,10,10,10,7,10,2,8,10,10,2,0,0,0,10,10,9,3,10,5,7,9,4,5,10,6,9,8,7,9,9,9,2,10,5,10,7,5,3,10,7,5,0,0,2,10,10,10,10,10,1,1,0,1,1,1,1,0,1,1,1,10,10,10,10,10,10,5,4,8,70,29,40,85,,1,1,1,,1,,1,1,1,2,2,1,4,3,1,1,1,1,3,4,8,3,2,3,3,4,
216,20210501-shapefuture-a-session2-c,20210502-shapefuture-a-session2-m,8,6,2,1,2,0,7,4,10,1,4,8,3,7,0,9,7,0,8,6,8,6,9,8,9,4,3,6,7,4,5,7,4,8,8,9,2,7,2,0,8,7,10,9,10,3,9,10,3,8,9,2,7,5,7,8,7,7,2,10,8,9,7,3,0,10,9,6,9,10,1,1,1,1,0,1,0,1,1,1,1,10,9,6,9,10,10,7,6,8,23,56,31,50,,1,1,3,,,2,1,2,5,3,1,,1,6,2,2,2,2,3,3,4,2,3,6,6,6,28
217,20210501-shapefuture-b-session1-c,,7,10,5,8,5,10,10,10,10,5,1,6,5,7,4,10,5,3,10,0,9,0,5,4,10,3,8,8,10,10,0,5,5,5,7,10,10,10,0,5,0,5,10,5,10,10,10,5,3,8,10,4,6,8,5,8,6,6,3,7,4,9,5,4,8,6,4,10,10,0,0,0,0,1,0,0,0,0,0,0,1,5,5,2,5,8,5,3,8,6,57,22,78,100,,1,2,1,,2,,1,1,2,1,1,,2,1,2,1,2,1,4,4,6,2,3,1,5,5,19
218,20210501-shapefuture-a-session1-p,20210502-shapefuture-a-session2-s,5,5,10,5,0,6,7,7,0,0,0,7,5,0,10,10,10,0,10,0,10,10,10,10,8,6,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,10,5,10,10,8,7,7,3,6,100,1,100,100,,2,2,1,,1,,1,2,6,3,1,,1,5,1,1,1,1,2,1,8,4,3,5,2,0,29
219,20210501-shapefuture-a-session2-n,,7,10,6,5,6,5,7,9,7,6,7,6,6,7,6,5,6,5,7,6,6,5,6,5,6,5,6,7,5,10,3,7,5,6,8,9,6,7,8,6,7,8,7,6,10,8,10,10,9,8,8,9,9,10,7,10,5,5,5,5,5,5,6,5,6,5,7,5,7,6,0,1,0,0,0,0,0,1,1,1,1,10,2,7,4,7,6,7,8,7,,,,,,2,2,1,,1,,1,2,3,2,2,2,2,,1,2,1,2,4,5,5,4,1,8,0,0,
220,20210501-shapefuture-a-session2-s,20210502-shapefuture-a-session2-p,6,7,7,4,7,6,3,5,6,4,9,8,2,10,8,8,7,2,7,6,8,3,5,6,7,7,4,8,8,8,2,4,5,4,7,8,8,7,6,4,6,8,5,3,6,4,6,8,8,7,7,7,7,9,3,8,2,2,2,8,4,3,1,3,2,7,7,10,2,10,1,1,1,1,1,1,1,1,1,1,1,10,7,4,6,8,9,,9,9,60,40,66,50,,1,2,2,1,,,2,2,1,2,2,1,4,7,2,2,2,2,2,1,1,2,2,7,4,4,
221,20210501-shapefuture-a-session1-e,20210502-shapefuture-a-session1-m,3,10,6,5,8,9,10,10,0,10,0,8,4,7,6,6,9,2,4,3,9,4,4,6,6,6,6,6,6,10,1,4,3,2,8,10,6,0,2,8,8,8,0,0,10,1,9,6,7,8,7,6,7,7,7,7,7,8,5,5,8,6,2,1,4,6,9,9,4,10,0,1,1,1,1,1,1,1,0,0,1,9,3,6,5,2,5,4,1,4,56,1,24,70,,1,1,2,1,,,1,2,1,3,1,,1,6,1,1,1,2,2,3,8,7,2,6,3,4,28
222,20210501-shapefuture-b-session2-f,20210502-shapefuture-b-session2-g,6,10,8,10,8,9,8,7,0,8,0,9,3,9,8,8,9,2,8,7,8,6,9,10,10,10,6,7,7,10,2,1,2,0,7,6,5,3,5,8,9,9,0,0,10,7,6,8,7,10,10,9,7,10,5,10,0,2,0,3,4,0,4,0,3,7,7,9,2,10,1,1,1,1,1,1,0,1,0,1,1,8,4,4,6,10,8,6,10,8,40,10,29,40,,1,2,1,,2,,1,2,3,3,1,,4,,2,2,2,2,3,3,8,3,2,8,3,3,26
223,,,7,10,10,7,7,8,10,10,2,9,0,0,9,8,10,9,9,10,10,8,8,9,9,9,9,8,7,8,10,10,0,4,2,2,9,,,8,0,9,0,9,0,0,10,9,9,10,10,10,9,10,,9,9,10,10,7,5,,7,10,6,9,5,7,,8,10,10,1,1,1,1,1,1,0,1,1,1,0,10,10,9,10,10,10,10,10,10,63,42,57,69,,1,1,2,2,,,1,1,4,2,2,3,4,,3,2,2,1,5,4,4,0,4,8,2,2,
224,20210501-shapefuture-b-session1-d,,0,8,10,9,3,4,10,10,0,10,0,0,10,10,0,5,7,0,10,5,10,10,10,10,10,10,10,10,10,10,0,0,10,4,10,10,10,7,0,10,0,0,0,0,10,1,2,10,10,0,10,10,0,10,6,10,10,10,10,10,10,10,0,0,10,10,10,7,10,5,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,100,0,0,10,,2,2,1,,2,,2,1,3,1,1,,1,1,2,2,1,1,5,5,8,0,1,1,5,2,23
225,20210501-shapefuture-b-session2-h,20210502-shapefuture-b-session2-f,3,10,6,6,8,8,3,9,3,7,6,6,6,6,8,8,8,1,8,,6,7,7,7,7,7,7,7,7,9,3,4,3,3,8,7,8,4,6,6,6,6,3,3,7,2,3,10,10,10,10,10,3,8,3,10,10,8,6,6,7,8,3,4,4,9,8,6,10,10,1,1,1,0,0,0,1,0,0,0,1,10,4,5,9,6,7,,8,8,90,20,70,86,,1,1,1,,1,,1,1,3,3,1,,1,2,2,2,1,1,3,4,3,1,4,2,2,2,23
226,20210501-shapefuture-b-session2-b,20210502-shapefuture-b-session2-c,6,7,5,5,7,3,1,5,5,8,2,4,7,3,9,9,9,0,8,6,8,5,6,7,7,7,2,2,6,7,6,5,3,3,5,5,3,3,8,7,5,5,4,6,10,2,2,7,10,7,7,5,8,8,5,9,4,5,3,6,6,7,2,5,6,6,6,7,8,10,0,1,1,0,1,1,0,1,0,1,1,10,10,6,8,3,6,8,8,7,40,45,45,40,,1,1,2,1,,,1,2,1,1,1,,4,5,2,2,2,2,4,4,8,2,2,5,5,5,23
227,20210501-shapefuture-a-session1-m,20210502-shapefuture-a-session1-j,6,9,8,9,5,10,6,10,1,9,2,8,7,5,8,9,10,0,9,9,8,4,7,9,9,9,7,7,8,9,4,1,2,2,8,10,10,7,1,9,8,5,1,0,10,3,2,10,9,7,7,8,1,8,9,10,5,6,6,7,9,8,2,3,7,10,9,9,10,10,1,1,1,1,1,1,0,1,1,1,1,10,7,10,9,5,9,7,8,9,60,20,50,55,,1,1,1,,1,,1,1,1,2,2,1,4,6,1,1,1,1,3,4,4,1,3,6,2,2,
228,20210501-shapefuture-a-session1-as,20210502-shapefuture-a-session2-r,4,8,4,10,2,7,5,10,0,9,0,0,,8,6,6,10,0,6,10,10,3,1,8,8,10,4,4,,6,0,0,4,3,5,10,6,0,0,8,6,10,0,0,10,6,8,10,10,10,4,10,0,8,6,9,2,7,5,1,8,8,0,0,2,10,10,9,0,10,0,1,1,0,1,1,0,1,1,1,1,5,3,5,5,2,6,5,6,8,60,0,30,50,,1,1,1,,1,,1,1,6,3,1,,1,5,1,2,1,1,4,3,5,4,2,5,1,1,26
229,20210501-shapefuture-a-session1-h,20210502-shapefuture-a-session1-m,4,10,7,9,10,10,10,10,0,10,0,9,2,9,10,10,10,0,10,5,,4,10,10,,,10,10,10,10,0,0,0,0,9,7,4,6,0,8,8,4,0,0,10,10,10,6,9,8,10,10,,10,,10,4,,,5,,10,3,0,0,,10,9,5,10,1,0,1,0,0,0,1,1,1,0,1,10,10,10,10,6,10,10,10,10,80,23,64,24,,1,2,1,,2,,1,1,1,1,1,,2,2,2,2,1,2,5,3,4,0,4,2,3,5,28
230,20210501-shapefuture-b-session1-e,20210502-shapefuture-b-session1-c,6,10,6,10,9,0,4,7,0,3,0,7,3,10,8,10,10,0,10,3,10,5,5,2,2,2,6,7,10,10,0,6,2,0,10,10,10,5,2,6,6,10,0,0,10,3,6,10,10,7,10,7,5,10,3,7,8,6,7,7,10,6,3,3,6,10,6,10,9,10,0,0,1,0,1,1,1,1,0,1,1,10,7,4,8,3,10,8,10,10,80,5,25,70,,1,1,1,,1,,2,,1,3,1,,1,2,3,2,1,1,3,4,6,2,3,2,0,1,26
231,,,3,10,10,9,10,10,5,10,2,10,1,5,6,10,10,10,10,7,10,,,2,8,10,10,10,,,10,10,1,7,5,2,10,5,5,5,0,10,8,7,2,2,10,9,9,10,10,10,10,8,,10,8,10,10,10,2,4,10,10,2,5,8,10,10,10,10,10,1,0,0,1,1,1,0,0,0,1,1,10,10,10,10,10,10,8,10,10,70,30,60,80,,1,1,4,2,,,1,1,5,2,2,3,1,,2,2,2,2,3,3,8,1,3,8,5,5,
232,20210501-shapefuture-a-session1-d,20210502-shapefuture-a-session1-e,5,10,7,8,9,9,1,10,3,7,,5,7,10,10,10,10,10,10,10,10,10,10,8,9,10,7,10,10,10,3,9,1,10,10,10,7,10,4,5,6,9,5,2,10,9,10,10,10,10,10,10,8,9,7,10,7,9,6,9,10,10,6,6,6,9,5,6,6,10,1,1,1,0,0,1,0,1,0,0,0,10,10,10,9,10,10,5,10,10,90,0,49,87,,1,2,1,,1,,1,1,3,1,1,,1,1,2,2,1,2,4,4,6,7,2,1,2,3,18
233,20210501-shapefuture-a-session1-b,,7,9,8,8,10,0,7,8,4,6,0,10,0,10,0,10,10,6,10,9,8,7,9,4,6,8,8,8,9,9,2,10,5,4,10,6,9,3,3,4,7,7,4,1,10,8,8,10,8,6,8,8,10,7,6,10,5,5,7,9,5,6,5,7,7,9,10,10,10,10,1,1,1,1,1,1,1,1,0,1,1,10,7,10,8,10,7,7,10,10,60,35,40,78,,1,1,1,,2,,1,2,5,2,2,2,1,1,1,1,1,1,4,4,8,5,1,1,6,6,
234,20210501-shapefuture-a-session2-m,20210502-shapefuture-a-session2-j,6,8,7,8,8,10,9,10,5,8,5,,8,5,7,8,8,6,8,7,6,7,8,8,8,7,6,4,8,9,5,4,4,4,7,8,8,,7,6,7,6,5,3,10,5,5,10,10,7,7,6,,6,,9,7,10,4,5,10,10,5,0,5,,10,7,10,10,1,1,1,1,0,1,0,1,1,1,1,5,5,3,4,9,4,7,5,7,83,1,64,81,,1,1,1,,1,,1,1,1,2,2,3,1,6,2,2,1,1,4,4,4,2,3,6,2,2,
235,20210501-shapefuture-a-session2-w,20210502-shapefuture-a-session2-s,10,5,10,,8,8,5,10,10,0,10,8,10,2,7,10,9,9,9,7,7,,,10,10,10,,7,10,5,3,,0,0,10,6,10,4,0,0,6,0,10,9,5,10,8,10,,8,8,,6,8,8,10,8,,5,10,9,5,8,7,,,5,10,10,10,1,1,1,1,1,1,1,1,0,0,1,10,10,10,8,9,10,7,8,10,72,26,35,85,,1,1,2,2,,,1,2,1,1,1,,2,2,2,2,2,2,5,4,6,0,4,2,8,9,24
236,20210501-shapefuture-a-session2-t,20210502-shapefuture-a-session2-k,3,9,6,8,3,10,10,10,1,10,0,7,4,9,9,10,10,2,10,4,10,8,7,8,8,3,1,5,5,9,0,1,0,0,10,10,9,0,0,8,6,7,0,0,10,5,5,9,9,10,9,9,5,6,2,8,6,8,3,9,6,6,6,0,1,10,9,9,5,10,1,1,1,1,1,1,1,1,1,1,1,9,2,9,7,4,7,9,9,6,54,0,26,69,,1,1,1,,1,,1,,1,3,1,,1,5,1,1,1,1,2,3,7,5,4,5,1,1,26
237,20210501-shapefuture-a-session1-b,20210502-shapefuture-a-session1-p,5,10,10,10,3,0,0,,0,7,5,6,5,4,10,10,10,10,10,8,10,10,10,10,10,10,10,7,8,10,0,5,2,2,10,10,2,2,7,3,5,7,0,0,10,9,9,7,10,8,10,10,10,10,10,10,10,10,1,6,7,7,2,4,10,10,10,3,10,10,0,1,1,0,0,1,0,0,1,0,1,10,8,10,10,10,10,10,10,10,50,30,40,65,,1,1,1,,2,,1,1,2,2,2,3,1,5,2,1,1,2,3,3,1,6,5,5,2,5,
238,20210501-shapefuture-a-session2-g,20210502-shapefuture-a-session2-f,4,9,10,10,5,10,10,10,4,10,0,7,5,7,10,10,10,5,10,5,10,10,10,7,4,6,3,7,7,7,2,3,2,2,10,7,10,3,0,10,8,9,2,2,10,7,6,10,10,10,10,10,4,10,7,10,8,8,5,8,9,8,4,3,7,10,10,10,9,10,1,0,1,1,1,1,0,1,0,1,1,10,9,8,10,9,10,9,9,10,75,30,30,76,,1,1,1,,2,,1,1,1,2,2,2,4,1,1,1,2,1,4,4,8,3,3,1,3,3,
239,,20210502-shapefuture-a-session1-b,7,2,0,4,0,0,0,0,10,0,10,0,0,10,1,,0,0,1,0,3,4,5,0,0,0,2,10,3,0,10,10,7,7,0,0,0,8,10,0,0,10,10,10,3,0,2,10,0,5,2,2,10,10,3,10,10,10,10,4,6,10,10,0,0,7,7,10,10,10,1,1,1,1,1,1,1,1,1,1,1,10,0,7,10,7,8,5,0,7,0,76,41,26,,1,1,3,,,1,1,2,1,2,2,,1,3,1,1,1,1,6,5,8,5,5,3,8,10,
240,20210501-shapefuture-b-session2-h,20210502-shapefuture-b-session2-e,5,5,,5,7,4,2,,,5,5,5,5,5,7,6,5,1,5,2,4,3,5,5,5,5,3,3,5,3,4,,2,,5,4,2,3,,,,,5,5,8,2,2,8,8,6,6,6,5,7,3,7,5,6,5,6,7,8,3,8,7,4,5,5,6,10,0,0,1,0,0,1,0,0,0,0,0,9,7,9,9,9,7,7,7,7,50,50,50,50,,1,1,3,,,2,1,1,1,2,2,2,4,,4,3,4,3,3,3,1,0,5,8,5,5,
241,20210501-shapefuture-a-session2-l,20210502-shapefuture-a-session2-o,5,9,3,6,8,5,6,4,7,6,4,8,7,9,9,7,8,7,5,7,8,6,8,8,8,6,7,7,9,9,8,9,7,6,3,7,8,8,9,7,8,3,7,4,8,0,0,9,6,8,4,7,6,9,3,6,5,7,4,5,6,4,7,4,7,4,7,7,4,8,1,1,1,0,1,0,0,1,0,0,1,6,5,3,5,7,8,4,5,7,26,59,30,2,,1,1,2,2,,,1,2,3,1,1,,4,1,2,2,2,2,2,3,8,7,2,1,8,7,21
242,20210501-shapefuture-b-session1-h,20210502-shapefuture-b-session1-a,4,8,4,,6,8,,10,0,7,1,8,2,,5,10,10,6,10,10,10,10,10,7,10,10,7,10,10,8,0,1,0,0,7,10,6,1,0,8,10,8,0,0,9,7,8,6,7,6,10,6,0,8,1,10,8,10,7,1,8,8,3,0,8,8,10,10,10,10,1,1,1,0,1,1,1,1,0,1,1,9,0,3,10,4,10,8,10,10,65,0,60,77,,1,1,1,,1,,1,2,3,3,1,,1,6,1,1,1,1,3,4,8,3,4,6,0,0,23
243,20210501-shapefuture-a-session2-d,,8,9,10,9,8,6,8,8,7,9,6,7,9,10,10,9,10,8,9,9,8,10,10,7,8,5,1,10,7,8,3,3,4,5,4,4,8,9,5,7,4,9,6,3,4,4,7,9,8,9,8,8,7,10,9,7,7,9,8,7,7,9,9,7,9,10,9,7,10,9,1,1,1,0,0,1,0,1,0,1,1,8,6,5,8,8,8,5,4,4,70,57,52,47,,1,1,1,,1,,1,1,4,2,2,1,1,3,2,2,2,2,4,3,2,0,1,3,2,1,
244,20210501-shapefuture-a-session1-c,20210502-shapefuture-a-session1-c,3,8,6,4,2,2,10,4,0,3,0,1,0,4,9,7,6,0,9,,6,8,8,4,7,10,7,8,8,7,3,7,1,2,6,9,10,2,6,7,1,6,3,2,6,3,8,8,7,9,6,5,8,7,9,10,8,6,1,4,7,4,3,8,8,7,5,9,7,10,0,1,1,1,1,1,1,1,0,1,1,8,4,7,9,10,10,7,6,8,55,20,45,58,,1,1,1,,2,,2,2,1,3,1,,4,6,2,2,2,2,2,3,3,1,3,6,4,4,19
